"line","replicate","type","block","date_start","date_emerging","hour_emerging","total_hours","lowbound","upbound","dispersal_status","nb_egg","species"
"ISA11967",14,"D",1,"2021-06-01","2021-06-17",9,384,14,16,"yes_disp",18,"bourarachae"
"ISA11967",15,"D",1,"2021-06-01","2021-06-15",9,336,12,14,"no_disp",1,"bourarachae"
"ISA11967",16,"D",1,"2021-06-01","2021-06-14",16,319,11,13,"yes_disp",30,"bourarachae"
"ISA11967",17,"D",1,"2021-06-01","2021-06-17",9,384,14,16,"no_disp",1,"bourarachae"
"ISA11967",1,"F",2,"2021-06-02","2021-06-16",9,336,12,14,"null_disp",23,"bourarachae"
"ISA11967",2,"F",2,"2021-06-02","2021-06-16",9,336,12,14,"null_disp",1,"bourarachae"
"ISA11967",3,"F",2,"2021-06-02","2021-06-18",9,384,14,16,"null_disp",1,"bourarachae"
"ISA11967",4,"F",2,"2021-06-02",NA,NA,NA,NA,NA,"null_disp",0,"bourarachae"
"ISA11967",5,"F",2,"2021-06-02","2021-06-15",12,315,11,13,"null_disp",33,"bourarachae"
"ISA11967",6,"F",2,"2021-06-02","2021-06-16",9,336,12,14,"null_disp",31,"bourarachae"
"ISA11967",7,"D",2,"2021-06-02","2021-06-15",9,312,11,13,"no_disp",27,"bourarachae"
"ISA11967",8,"D",2,"2021-06-02","2021-06-15",9,312,11,13,"no_disp",10,"bourarachae"
"ISA11967",9,"D",2,"2021-06-02",NA,NA,NA,NA,NA,"no_disp",0,"bourarachae"
"ISA11967",10,"D",2,"2021-06-02","2021-06-16",12,339,12,14,"no_disp",3,"bourarachae"
"ISA11967",11,"D",2,"2021-06-02",NA,NA,NA,NA,NA,"no_disp",0,"bourarachae"
"ISA11967",12,"D",2,"2021-06-02","2021-06-19",9,408,15,17,"no_disp",1,"bourarachae"
"ISA11967",13,"D",2,"2021-06-02",NA,NA,NA,NA,NA,"no_disp",0,"bourarachae"
"ISA11967",14,"D",2,"2021-06-02","2021-06-17",9,360,13,15,"no_disp",3,"bourarachae"
"ISA11967",15,"D",2,"2021-06-02","2021-06-16",9,336,12,14,"no_disp",32,"bourarachae"
"ISA11967",16,"D",2,"2021-06-02","2021-06-17",9,360,13,15,"no_disp",22,"bourarachae"
"ISA11969",1,"F",1,"2021-06-01",NA,NA,NA,NA,NA,"null_disp",1,"bourarachae"
"ISA11969",2,"F",1,"2021-06-01","2021-06-16",9,360,13,15,"null_disp",20,"bourarachae"
"ISA11969",3,"F",1,"2021-06-01",NA,NA,NA,NA,NA,"null_disp",0,"bourarachae"
"ISA11969",7,"D",1,"2021-06-01",NA,NA,NA,NA,NA,"no_disp",0,"bourarachae"
"ISA11969",8,"D",1,"2021-06-01","2021-06-14",16,319,11,13,"no_disp",1,"bourarachae"
"ISA11969",9,"D",1,"2021-06-01","2021-06-15",12,339,12,14,"yes_disp",27,"bourarachae"
"ISA11969",10,"D",1,"2021-06-01","2021-06-15",9,336,12,14,"no_disp",25,"bourarachae"
"ISA11969",11,"D",1,"2021-06-01",NA,NA,NA,NA,NA,"no_disp",0,"bourarachae"
"ISA11969",12,"D",1,"2021-06-01",NA,NA,NA,NA,NA,"no_disp",0,"bourarachae"
"ISA11969",1,"F",2,"2021-06-02","2021-06-16",9,336,12,14,"null_disp",25,"bourarachae"
"ISA11969",2,"F",2,"2021-06-02","2021-06-17",9,360,13,15,"null_disp",20,"bourarachae"
"ISA11969",3,"F",2,"2021-06-02","2021-06-16",9,336,12,14,"null_disp",32,"bourarachae"
"ISA11969",4,"F",2,"2021-06-02","2021-06-17",9,360,13,15,"null_disp",28,"bourarachae"
"ISA11969",5,"F",2,"2021-06-02","2021-06-17",9,360,13,15,"null_disp",19,"bourarachae"
"ISA11969",6,"F",2,"2021-06-02","2021-06-16",9,336,12,14,"null_disp",34,"bourarachae"
"ISA11969",7,"D",2,"2021-06-02","2021-06-16",9,336,12,14,"no_disp",20,"bourarachae"
"ISA11969",8,"D",2,"2021-06-02",NA,NA,NA,NA,NA,"no_disp",12,"bourarachae"
"ISA11969",9,"D",2,"2021-06-02","2021-06-16",9,336,12,14,"no_disp",36,"bourarachae"
"ISA11969",10,"D",2,"2021-06-02","2021-06-16",9,336,12,14,"no_disp",25,"bourarachae"
"ISA11969",11,"D",2,"2021-06-02","2021-06-16",9,336,12,14,"no_disp",26,"bourarachae"
"ISA11969",12,"D",2,"2021-06-02","2021-06-17",9,360,13,15,"no_disp",24,"bourarachae"
"ISA11969",13,"D",2,"2021-06-02","2021-06-17",9,360,13,15,"no_disp",14,"bourarachae"
"ISA11969",14,"D",2,"2021-06-02",NA,NA,NA,NA,NA,"no_disp",0,"bourarachae"
"ISA11969",15,"D",2,"2021-06-02","2021-06-16",9,336,12,14,"no_disp",13,"bourarachae"
"ISA11969",16,"D",2,"2021-06-02","2021-06-16",9,336,12,14,"no_disp",23,"bourarachae"
"ISA11969",17,"F",2,"2021-06-02","2021-06-16",9,336,12,14,"null_disp",16,"bourarachae"
"ISA11969",18,"F",2,"2021-06-02","2021-06-17",9,360,13,15,"null_disp",7,"bourarachae"
"ISA11969",19,"F",2,"2021-06-02","2021-06-16",9,336,12,14,"null_disp",26,"bourarachae"
"ISA11969",20,"D",2,"2021-06-02","2021-06-18",9,384,14,16,"no_disp",21,"bourarachae"
"ISA11969",21,"D",2,"2021-06-02",NA,NA,NA,NA,NA,"no_disp",0,"bourarachae"
"ISA11969",22,"D",2,"2021-06-02","2021-06-18",9,384,14,16,"no_disp",26,"bourarachae"
"ISA11969",23,"D",2,"2021-06-02","2021-06-16",9,336,12,14,"no_disp",28,"bourarachae"
"ISA5544",1,"F",1,"2021-06-01","2021-06-13",9,288,10,12,"null_disp",2,"bourarachae"
"ISA5544",2,"F",1,"2021-06-01",NA,NA,NA,NA,NA,"null_disp",1,"bourarachae"
"ISA5544",7,"D",1,"2021-06-01","2021-06-16",9,360,13,15,"no_disp",10,"bourarachae"
"ISA5544",8,"D",1,"2021-06-01",NA,NA,NA,NA,NA,"no_disp",0,"bourarachae"
"ISA5544",1,"F",2,"2021-06-02",NA,NA,NA,NA,NA,"null_disp",0,"bourarachae"
"ISA5544",2,"F",2,"2021-06-02","2021-06-17",9,360,13,15,"null_disp",23,"bourarachae"
"ISA5544",3,"F",2,"2021-06-02","2021-06-16",16,343,12,14,"null_disp",19,"bourarachae"
"ISA5544",4,"F",2,"2021-06-02","2021-06-16",9,336,12,14,"null_disp",24,"bourarachae"
"ISA5544",5,"F",2,"2021-06-02",NA,NA,NA,NA,NA,"null_disp",0,"bourarachae"
"ISA5544",6,"F",2,"2021-06-02","2021-06-16",12,339,12,14,"null_disp",27,"bourarachae"
"ISA5544",7,"D",2,"2021-06-02","2021-06-17",9,360,13,15,"yes_disp",1,"bourarachae"
"ISA5544",8,"D",2,"2021-06-02",NA,NA,NA,NA,NA,"no_disp",0,"bourarachae"
"ISA5544",9,"D",2,"2021-06-02","2021-06-17",9,360,13,15,"no_disp",24,"bourarachae"
"ISA5544",10,"D",2,"2021-06-02","2021-06-16",9,336,12,14,"no_disp",8,"bourarachae"
"ISA5544",11,"D",2,"2021-06-02","2021-06-16",9,336,12,14,"no_disp",30,"bourarachae"
"ISA5544",12,"D",2,"2021-06-02","2021-06-17",9,360,13,15,"no_disp",34,"bourarachae"
"ISA5544",13,"D",2,"2021-06-02","2021-06-16",9,336,12,14,"no_disp",32,"bourarachae"
"ISA5544",14,"D",2,"2021-06-02","2021-06-17",9,360,13,15,"no_disp",32,"bourarachae"
"ISA5544",15,"D",2,"2021-06-02","2021-06-16",9,336,12,14,"no_disp",35,"bourarachae"
"ISA5544",16,"D",2,"2021-06-02","2021-06-17",9,360,13,15,"no_disp",25,"bourarachae"
"ISA5544",17,"F",2,"2021-06-02","2021-06-17",9,360,13,15,"null_disp",2,"bourarachae"
"ISA5544",18,"D",2,"2021-06-02",NA,NA,NA,NA,NA,"no_disp",0,"bourarachae"
"ISA5544",19,"D",2,"2021-06-02",NA,NA,NA,NA,NA,"no_disp",0,"bourarachae"
"ISA6646",1,"F",1,"2021-06-01","2021-06-15",9,336,12,14,"null_disp",5,"bourarachae"
"ISA6646",2,"F",1,"2021-06-01",NA,NA,NA,NA,NA,"null_disp",0,"bourarachae"
"ISA6646",3,"F",1,"2021-06-01","2021-06-14",9,312,11,13,"null_disp",22,"bourarachae"
"ISA6646",4,"F",1,"2021-06-01","2021-06-14",12,315,11,13,"null_disp",20,"bourarachae"
"ISA6646",5,"F",1,"2021-06-01","2021-06-16",9,360,13,15,"null_disp",8,"bourarachae"
"ISA6646",6,"F",1,"2021-06-01","2021-06-14",9,312,11,13,"null_disp",25,"bourarachae"
"ISA6646",7,"D",1,"2021-06-01","2021-06-15",9,336,12,14,"no_disp",15,"bourarachae"
"ISA6646",8,"D",1,"2021-06-01","2021-06-15",9,336,12,14,"no_disp",22,"bourarachae"
"ISA6646",9,"D",1,"2021-06-01",NA,NA,NA,NA,NA,"no_disp",0,"bourarachae"
"ISA6646",10,"D",1,"2021-06-01","2021-06-15",9,336,12,14,"yes_disp",9,"bourarachae"
"ISA6646",11,"D",1,"2021-06-01","2021-06-15",9,336,12,14,"no_disp",23,"bourarachae"
"ISA6646",12,"D",1,"2021-06-01",NA,NA,NA,NA,NA,"no_disp",0,"bourarachae"
"ISA6646",13,"D",1,"2021-06-01","2021-06-14",9,312,11,13,"no_disp",19,"bourarachae"
"ISA6646",14,"D",1,"2021-06-01","2021-06-14",12,315,11,13,"yes_disp",20,"bourarachae"
"ISA6646",15,"D",1,"2021-06-01",NA,NA,NA,NA,NA,"no_disp",0,"bourarachae"
"ISA6646",1,"F",2,"2021-06-02","2021-06-16",9,336,12,14,"null_disp",13,"bourarachae"
"ISA6646",2,"F",2,"2021-06-02","2021-06-16",9,336,12,14,"null_disp",16,"bourarachae"
"ISA6646",3,"F",2,"2021-06-02","2021-06-16",9,336,12,14,"null_disp",29,"bourarachae"
"ISA6646",4,"F",2,"2021-06-02","2021-06-16",16,343,12,14,"null_disp",24,"bourarachae"
"ISA6646",5,"F",2,"2021-06-02","2021-06-16",9,336,12,14,"null_disp",9,"bourarachae"
"ISA6646",6,"F",2,"2021-06-02","2021-06-16",9,336,12,14,"null_disp",25,"bourarachae"
"ISA6646",7,"D",2,"2021-06-02","2021-06-17",9,360,13,15,"no_disp",14,"bourarachae"
"ISA6646",8,"D",2,"2021-06-02","2021-06-17",9,360,13,15,"no_disp",26,"bourarachae"
"ISA6646",9,"D",2,"2021-06-02",NA,NA,NA,NA,NA,"no_disp",0,"bourarachae"
"ISA6646",10,"D",2,"2021-06-02","2021-06-18",9,384,14,16,"no_disp",14,"bourarachae"
"ISA6646",11,"D",2,"2021-06-02","2021-06-17",9,360,13,15,"no_disp",13,"bourarachae"
"ISA6646",12,"D",2,"2021-06-02","2021-06-16",9,336,12,14,"no_disp",6,"bourarachae"
"ISA6646",13,"D",2,"2021-06-02","2021-06-16",9,336,12,14,"no_disp",19,"bourarachae"
"ISA6646",14,"D",2,"2021-06-02","2021-06-17",12,363,13,15,"no_disp",8,"bourarachae"
"ISA6646",15,"D",2,"2021-06-02",NA,NA,NA,NA,NA,"no_disp",0,"bourarachae"
"ISA6646",16,"D",2,"2021-06-02",NA,NA,NA,NA,NA,"no_disp",0,"bourarachae"
"ISA6646",17,"D",2,"2021-06-02","2021-06-16",9,336,12,14,"no_disp",28,"bourarachae"
"N-05",1,"F",5,"2021-06-24","2021-07-08",9,336,12,14,"null_disp",26,"evanescens"
"N-05",2,"F",5,"2021-06-24",NA,NA,NA,NA,NA,"null_disp",0,"evanescens"
"N-05",3,"F",5,"2021-06-24",NA,NA,NA,NA,NA,"null_disp",0,"evanescens"
"N-05",17,"D",5,"2021-06-24","2021-07-07",9,312,11,13,"yes_disp",25,"evanescens"
"N-05",18,"D",5,"2021-06-24",NA,NA,NA,NA,NA,"no_disp",0,"evanescens"
"N-05",19,"D",5,"2021-06-24",NA,NA,NA,NA,NA,"no_disp",0,"evanescens"
"N-05",20,"D",5,"2021-06-24",NA,NA,NA,NA,NA,"no_disp",0,"evanescens"
"N-05",21,"D",5,"2021-06-24",NA,NA,NA,NA,NA,"no_disp",0,"evanescens"
"PR002",1,"F",4,"2021-06-16","2021-06-29",9,312,11,13,"null_disp",35,"brassicae"
"PR002",2,"F",4,"2021-06-16",NA,NA,NA,NA,NA,"null_disp",0,"brassicae"
"PR002",3,"F",4,"2021-06-16","2021-06-28",9,288,10,12,"null_disp",27,"brassicae"
"PR002",4,"F",4,"2021-06-16",NA,NA,NA,NA,NA,"null_disp",0,"brassicae"
"PR002",5,"F",4,"2021-06-16","2021-06-28",9,288,10,12,"null_disp",39,"brassicae"
"PR002",6,"F",4,"2021-06-16","2021-06-28",9,288,10,12,"null_disp",48,"brassicae"
"PR002",7,"D",4,"2021-06-16","2021-06-29",9,312,11,13,"no_disp",43,"brassicae"
"PR002",8,"D",4,"2021-06-16",NA,NA,NA,NA,NA,"no_disp",0,"brassicae"
"PR002",9,"D",4,"2021-06-16","2021-06-29",9,312,11,13,"yes_disp",43,"brassicae"
"PR002",10,"D",4,"2021-06-16","2021-06-28",9,288,10,12,"no_disp",50,"brassicae"
"PR002",11,"D",4,"2021-06-16",NA,NA,NA,NA,NA,"no_disp",0,"brassicae"
"PR002",12,"D",4,"2021-06-16",NA,NA,NA,NA,NA,"no_disp",0,"brassicae"
"PR002",13,"D",4,"2021-06-16","2021-06-29",9,312,11,13,"no_disp",43,"brassicae"
"PR002",14,"D",4,"2021-06-16",NA,NA,NA,NA,NA,"no_disp",0,"brassicae"
"PR002",15,"D",4,"2021-06-16","2021-06-30",9,336,12,14,"null_disp",41,"brassicae"
"PR002",16,"D",4,"2021-06-16",NA,NA,NA,NA,NA,"no_disp",0,"brassicae"
"PR002",17,"F",4,"2021-06-16","2021-06-29",9,312,11,13,"null_disp",1,"brassicae"
"PR002",18,"F",4,"2021-06-16","2021-06-28",12,291,10,12,"null_disp",35,"brassicae"
"PR002",19,"F",4,"2021-06-16",NA,NA,NA,NA,NA,"null_disp",3,"brassicae"
"PR002",20,"F",4,"2021-06-16","2021-06-29",12,315,11,13,"null_disp",23,"brassicae"
"PR002",21,"D",4,"2021-06-16",NA,NA,NA,NA,NA,"no_disp",0,"brassicae"
"PR002",22,"D",4,"2021-06-16",NA,NA,NA,NA,NA,"no_disp",0,"brassicae"
"PR002",23,"D",4,"2021-06-16","2021-07-01",9,360,13,15,"no_disp",1,"brassicae"
"PR002",24,"D",4,"2021-06-16","2021-06-29",9,312,11,13,"no_disp",16,"brassicae"
"PR002",25,"D",4,"2021-06-16",NA,NA,NA,NA,NA,"no_disp",0,"brassicae"
"PR002",26,"D",4,"2021-06-16","2021-06-28",9,288,10,12,"no_disp",37,"brassicae"
"PR007",1,"F",4,"2021-06-16",NA,NA,NA,NA,NA,"null_disp",0,"semblidis"
"PR007",2,"F",4,"2021-06-16",NA,NA,NA,NA,NA,"null_disp",0,"semblidis"
"PR007",3,"F",4,"2021-06-16",NA,NA,NA,NA,NA,"null_disp",0,"semblidis"
"PR007",4,"F",4,"2021-06-16","2021-06-28",9,288,10,12,"null_disp",42,"semblidis"
"PR007",5,"F",4,"2021-06-16","2021-06-28",12,291,10,12,"null_disp",53,"semblidis"
"PR007",6,"F",4,"2021-06-16",NA,NA,NA,NA,NA,"null_disp",0,"semblidis"
"PR007",7,"F",4,"2021-06-16","2021-06-30",9,336,12,14,"null_disp",37,"semblidis"
"PR007",8,"F",4,"2021-06-16",NA,NA,NA,NA,NA,"null_disp",0,"semblidis"
"PR007",9,"F",4,"2021-06-16",NA,NA,NA,NA,NA,"null_disp",0,"semblidis"
"PR007",10,"F",4,"2021-06-16",NA,NA,NA,NA,NA,"null_disp",0,"semblidis"
"PR007",11,"F",4,"2021-06-16","2021-06-28",9,288,10,12,"null_disp",41,"semblidis"
"PR007",12,"F",4,"2021-06-16",NA,NA,NA,NA,NA,"null_disp",0,"semblidis"
"PR007",13,"D",4,"2021-06-16","2021-06-28",9,288,10,12,"no_disp",44,"semblidis"
"PR007",14,"D",4,"2021-06-16","2021-06-29",9,312,11,13,"yes_disp",23,"semblidis"
"PR007",15,"D",4,"2021-06-16",NA,NA,NA,NA,NA,"no_disp",0,"semblidis"
"PR007",16,"D",4,"2021-06-16","2021-06-30",12,339,12,14,"yes_disp",1,"semblidis"
"PR007",17,"D",4,"2021-06-16",NA,NA,NA,NA,NA,"no_disp",1,"semblidis"
"PR007",18,"D",4,"2021-06-16","2021-06-28",16,295,10,12,"yes_disp",43,"semblidis"
"PR007",19,"D",4,"2021-06-16","2021-06-28",9,288,10,12,"no_disp",43,"semblidis"
"PR007",20,"D",4,"2021-06-16",NA,NA,NA,NA,NA,"no_disp",0,"semblidis"
"PR007",21,"D",4,"2021-06-16",NA,NA,NA,NA,NA,"no_disp",0,"semblidis"
"PR007",22,"D",4,"2021-06-16","2021-06-29",9,312,11,13,"yes_disp",3,"semblidis"
"PR007",23,"D",4,"2021-06-16",NA,NA,NA,NA,NA,"no_disp",0,"semblidis"
"PR007",24,"D",4,"2021-06-16",NA,NA,NA,NA,NA,"no_disp",0,"semblidis"
"PR007",25,"D",4,"2021-06-16",NA,NA,NA,NA,NA,"no_disp",0,"semblidis"
"PR007",26,"D",4,"2021-06-16",NA,NA,NA,NA,NA,"no_disp",0,"semblidis"
"PR007",27,"D",4,"2021-06-16","2021-06-28",9,288,10,12,"no_disp",16,"semblidis"
"PR007",28,"D",4,"2021-06-16",NA,NA,NA,NA,NA,"no_disp",0,"semblidis"
"PR007",29,"D",4,"2021-06-16","2021-06-28",9,288,10,12,"yes_disp",65,"semblidis"
"PR007",30,"D",4,"2021-06-16",NA,NA,NA,NA,NA,"no_disp",0,"semblidis"
"PR007",31,"D",4,"2021-06-16","2021-06-30",12,339,12,14,"no_disp",1,"semblidis"
"PR007",32,"D",4,"2021-06-16","2021-06-28",16,295,10,12,"no_disp",41,"semblidis"
"Q-05",1,"F",1,"2021-06-01","2021-06-14",9,312,11,13,"null_disp",38,"evanescens"
"Q-05",2,"F",1,"2021-06-01","2021-06-14",9,312,11,13,"null_disp",39,"evanescens"
"Q-05",3,"F",1,"2021-06-01",NA,NA,NA,NA,NA,"null_disp",0,"evanescens"
"Q-05",4,"F",1,"2021-06-01",NA,NA,NA,NA,NA,"null_disp",0,"evanescens"
"Q-05",5,"F",1,"2021-06-01","2021-06-15",12,339,12,14,"null_disp",25,"evanescens"
"Q-05",6,"F",1,"2021-06-01","2021-06-14",9,312,11,13,"null_disp",25,"evanescens"
"Q-05",7,"D",1,"2021-06-01","2021-06-15",9,336,12,14,"no_disp",22,"evanescens"
"Q-05",8,"D",1,"2021-06-01",NA,NA,NA,NA,NA,"no_disp",0,"evanescens"
"Q-05",9,"D",1,"2021-06-01",NA,NA,NA,NA,NA,"no_disp",0,"evanescens"
"Q-05",10,"D",1,"2021-06-01","2021-06-15",9,336,12,14,"yes_disp",31,"evanescens"
"Q-05",11,"D",1,"2021-06-01",NA,NA,NA,NA,NA,"no_disp",0,"evanescens"
"Q-05",12,"D",1,"2021-06-01",NA,NA,NA,NA,NA,"no_disp",0,"evanescens"
"Q-05",13,"D",1,"2021-06-01",NA,NA,NA,NA,NA,"no_disp",0,"evanescens"
"Q-05",14,"D",1,"2021-06-01","2021-06-15",9,336,12,14,"no_disp",29,"evanescens"
"Q-05",15,"D",1,"2021-06-01","2021-06-14",9,312,11,13,"no_disp",27,"evanescens"
"Q-05",16,"D",1,"2021-06-01","2021-06-14",16,319,11,13,"no_disp",32,"evanescens"
"Q-05",17,"F",1,"2021-06-01","2021-06-14",16,319,11,13,"null_disp",37,"evanescens"
"Q-05",18,"D",1,"2021-06-01",NA,NA,NA,NA,NA,"no_disp",0,"evanescens"
"Q-05",19,"D",1,"2021-06-01",NA,NA,NA,NA,NA,"no_disp",0,"evanescens"
"Q-05",20,"D",1,"2021-06-01",NA,NA,NA,NA,NA,"no_disp",1,"evanescens"
"Q-05",21,"D",1,"2021-06-01",NA,NA,NA,NA,NA,"no_disp",0,"evanescens"
"Q-05",22,"D",1,"2021-06-01","2021-06-15",9,336,12,14,"no_disp",26,"evanescens"
"Q-05",23,"F",1,"2021-06-01",NA,NA,NA,NA,NA,"null_disp",0,"evanescens"
